dataset,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,cls_coef,hubs,t2,t3,t4,c1,c2
Syn_Noise_0pct,0.6680967571946781,0.3598618165296038,0.11414793271086572,0.7866666666666666,0.5433333333333333,0.019199220545666192,0.26666666666666666,0.21533333333333332,0.04666666666666667,0.27596506112288893,0.07666666666666666,0.09133333333333332,0.2866666666666667,0.9511777777777778,0.8751839464882943,0.30791025530208693,0.7790445625421158,0.02,0.013333333333333334,0.6666666666666666,0.0,0.0
Syn_Noise_10pct,0.7373340931935691,0.46251077259035006,0.12676359028825865,0.8566666666666667,0.6266666666666667,0.02452954494154984,0.31333333333333335,0.25533333333333336,0.09833333333333333,0.32264096348441973,0.18999999999999995,0.14666666666666667,0.44666666666666666,0.9784111111111111,0.8808472686733556,0.31749374039711464,0.7909828554048558,0.02,0.013333333333333334,0.6666666666666666,0.0008016457363603235,0.00221975582685896
Syn_Noise_20pct,0.7956670367423909,0.5452406123929852,0.1551840161124011,0.9266666666666666,0.7433333333333333,0.029281927547924764,0.3433333333333333,0.2983333333333333,0.12,0.34323894791391485,0.22666666666666668,0.18933333333333333,0.54,0.9825,0.8855741360089187,0.32596244267503205,0.7982639395361271,0.02,0.013333333333333334,0.6666666666666666,0.0020528067762761726,0.005672753057968549
Syn_Blobs_4f_hard,0.11420099382095344,0.03242714700569478,0.01339471353125463,0.08,0.0,0.00014595635307530286,0.0033333333333333335,0.001,0.005,0.18067476449492123,0.010000000000000009,0.001,0.03,0.6969333333333334,0.8798439241917503,0.40368292130526107,0.7678271180822259,0.013333333333333334,0.013333333333333334,1.0,0.0,0.0
Syn_Blobs_6f_med,0.029939119842562346,0.012599910009767583,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.2102559934676863,0.0,0.0,0.03666666666666667,0.5809222222222222,0.9330880713489409,0.5249712300053375,0.8294479778037661,0.02,0.016666666666666666,0.8333333333333334,0.0,0.0
Syn_Imbal_15_85,0.49103726824952687,0.11296247869964035,0.08431078586242188,0.8525,0.425,0.0036856222144191235,0.0475,0.03275,0.03,0.22721757036295906,0.05249999999999999,0.03450000000000001,0.1775,0.876175,0.8482456140350877,0.336236984735526,0.6701468048540378,0.015,0.01,0.6666666666666666,0.3964514694992539,0.6640169669845193
Syn_Imbal_30_70,0.4394122837570695,0.22035912182425893,0.07194067386952235,0.7533333333333333,0.55,0.012799560144844107,0.15333333333333332,0.10999999999999999,0.1,0.28302592341833954,0.17666666666666664,0.10333333333333332,0.37333333333333335,0.9309555555555555,0.9068004459308807,0.3947606172053377,0.7707661028543118,0.016666666666666666,0.013333333333333334,0.8,0.1187091007693073,0.27586206896551724
Syn_Moons_large,0.28241810058763567,0.12237032986780103,0.1811588455016391,0.556,0.272,0.010090731629432711,0.138,0.0774,0.002,0.08439997168902504,0.006000000000000005,0.08059999999999998,0.034,0.871244,0.8722725450901804,0.23929850577470957,0.7800080470727647,0.004,0.004,1.0,0.0,0.0
Syn_Circles_med,0.9994730368263437,0.9989324628450612,0.3485824243963275,0.73,0.5333333333333333,0.09068109509390784,0.5033333333333333,0.5016666666666666,0.011666666666666667,0.13833397923495228,0.026666666666666616,0.186,0.09,0.9219666666666667,0.9145819397993311,0.287827096819251,0.6785244226676495,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_Circles_noisy,0.9973240272059612,0.994547156019276,0.5816762122702993,0.9233333333333333,0.8633333333333333,0.07998859710036937,0.4866666666666667,0.4956666666666667,0.16833333333333333,0.3042643427602112,0.3433333333333334,0.29266666666666663,0.5,0.9854111111111111,0.9273578595317726,0.3561640546783097,0.7768381767719128,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_Clf_2inf_12red,0.19847136973719637,0.11010763579944229,0.0010208496830943694,0.705,0.23,0.010541432473438079,0.07,0.03775,0.05375,0.2796002780665131,0.10999999999999999,0.038500000000000006,0.265,0.9259375,0.863796992481203,0.2771389725980048,0.78530718532792,0.04,0.01,0.25,1.803376315223648e-05,4.999875003131038e-05
Syn_Sparse_20f,0.23835415994027254,0.12946841142006393,0.01737724782082511,0.84,0.525,0.00736255523036484,0.0825,0.053000000000000005,0.13,0.4655225857134241,0.24250000000000005,0.06675,0.9975,0.98854375,0.99531328320802,0.9199524780774782,0.9610309678352065,0.05,0.0475,0.95,7.213595433852582e-05,0.0001999800019996112
Syn_Sparse_30f,0.2442255457092591,0.12229586847606191,0.0016732470991045955,0.8575,0.4575,0.007358564902306827,0.0725,0.05600000000000001,0.14625,0.47587226237750313,0.275,0.06875,1.0,0.9897875,0.9984586466165414,0.981616341991342,0.9798919806092059,0.075,0.07,0.9333333333333333,1.803376315223648e-05,4.999875003131038e-05
Syn_XLarge_n1000,0.3360130384882872,0.19544678456705603,0.2640433157846422,0.9266666666666666,0.7783333333333333,0.012027419238717267,0.13166666666666665,0.09733333333333333,0.06583333333333333,0.233413821914777,0.1383333333333333,0.10333333333333335,0.2833333333333333,0.9673111111111111,0.8280801335559266,0.30153557612922977,0.723435108401409,0.006666666666666667,0.005,0.75,0.0,0.0
Syn_Multimodal_4c,0.33257855090528105,0.19549922519257737,0.3000429290853053,0.87,0.8375,0.01054008337031716,0.14,0.10374999999999998,0.09875,0.4009397345480928,0.1975,0.09725,0.6875,0.984925,0.9735714285714285,0.6123464223060058,0.8916848742654625,0.015,0.015,1.0,1.803376315223648e-05,4.999875003131038e-05
Syn_Noise_30pct,0.8097077911923379,0.5912594599612905,0.2495724574042394,0.9533333333333334,0.81,0.03141097118924956,0.36,0.31333333333333335,0.135,0.36960261580408504,0.27,0.21766666666666662,0.6066666666666667,0.9849666666666667,0.8890078037904124,0.32613423345902925,0.8060500556062349,0.02,0.013333333333333334,0.6666666666666666,0.0005130190491101638,0.0014212115828742267
Syn_XOR_2D_low,0.9999675067262954,0.9999334549366401,0.931527512771524,0.9833333333333333,0.97,0.16688997054358895,0.5,0.515,0.005,0.014602818294189648,0.0,0.024,0.013333333333333334,0.75,0.7527536231884058,0.0009416265580648453,0.7499999999999974,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_XOR_2D_med,0.9997285613416848,0.9994458885152423,0.8547237742757968,0.9833333333333333,0.97,0.1266617953744914,0.5,0.5126666666666667,0.005,0.05717517191360946,0.00666666666666671,0.06399999999999999,0.02,0.768,0.8039687848383501,0.11849780459820747,0.775307821744191,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_XOR_2D_high,0.999127741291331,0.9982319599442024,0.7982182697782526,0.9833333333333333,0.97,0.0964100075165051,0.49,0.5086666666666667,0.07,0.1581135319257712,0.14,0.143,0.2,0.9224333333333333,0.8644816053511706,0.24932204517071266,0.8108761858760677,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_XOR_4D,0.9958964219363461,0.9915148813239827,0.5498286002225746,0.98,0.9466666666666667,0.05492762096285051,0.48,0.4656666666666666,0.005,0.18787494339522676,0.0033333333333332993,0.05900000000000001,0.09333333333333334,0.8263444444444444,0.9247045707915273,0.3720827190800875,0.8792402324929919,0.013333333333333334,0.013333333333333334,1.0,0.0,0.0
Syn_XOR_6D,0.9545491053944541,0.8763371902050012,0.4553751421144185,0.9833333333333333,0.9266666666666666,0.05440648726044437,0.41,0.3963333333333333,0.005,0.28588240307258517,0.010000000000000009,0.056333333333333326,0.18666666666666668,0.8814777777777778,0.961025641025641,0.5056340018589551,0.908076258003432,0.02,0.02,1.0,0.0,0.0
Syn_Checker_2x2,0.9884614634940556,0.9587335760633887,0.8615211058448147,0.9833333333333333,0.97,0.08444631867552937,0.39666666666666667,0.413,0.051666666666666666,0.13113853030589723,0.07999999999999996,0.163,0.14666666666666667,0.9173,0.8958082497212931,0.2902723867843925,0.8360558796775146,0.006666666666666667,0.006666666666666667,1.0,0.0001282433591510701,0.0003554923569142332
Syn_Checker_3x3,0.9807976302669867,0.940822883834177,0.8980786485753862,0.9833333333333333,0.9766666666666667,0.0935675170730691,0.4066666666666667,0.4286666666666667,0.09,0.2117827092536783,0.15333333333333332,0.285,0.27666666666666667,0.9673555555555555,0.917190635451505,0.24799286791610298,0.8898385437039865,0.006666666666666667,0.006666666666666667,1.0,0.004621561179774303,0.012718600953895098
Syn_Checker_4x4,0.9940826478416218,0.9878078264490382,0.9446902062446795,0.99,0.9825,0.1026675489298896,0.5,0.47000000000000003,0.085,0.23128069238187093,0.16000000000000003,0.3495,0.2475,0.9804625,0.9335087719298245,0.22019070611134817,0.7793949892806481,0.005,0.005,1.0,0.000288558247189985,0.000799680127948954
Syn_Checker_noisy,0.978375474253404,0.9392534057040876,0.8281452817730091,0.9766666666666667,0.97,0.08703599048525817,0.4266666666666667,0.44266666666666665,0.15333333333333332,0.28031447024466083,0.29666666666666663,0.33799999999999997,0.45,0.9805777777777778,0.9262430323299888,0.2934346215633127,0.8932624958401779,0.006666666666666667,0.006666666666666667,1.0,0.004621561179774303,0.012718600953895098
Syn_Spiral_tight,0.7092808083851085,0.5377962407411149,0.581197246878649,0.7233333333333334,0.65,0.0604786775609005,0.33,0.2966666666666667,0.008333333333333333,0.1223722478221857,0.0033333333333332993,0.33533333333333337,0.18,0.9570111111111111,0.9422742474916388,0.2229692541388114,0.9010441457880631,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_Spiral_med,0.7075900279948727,0.5357516683466581,0.5968913684915179,0.74,0.6733333333333333,0.05853522848581896,0.32666666666666666,0.2946666666666667,0.015,0.15754924062062672,0.0033333333333332993,0.33366666666666667,0.17666666666666667,0.9627444444444444,0.9414492753623188,0.23085826147653676,0.900564311393709,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_Spiral_loose,0.7058858510038452,0.5336945550250718,0.6173369515654853,0.7566666666666667,0.7033333333333334,0.055854366906861845,0.32666666666666666,0.29100000000000004,0.045,0.2039928319426538,0.06666666666666665,0.3413333333333334,0.21666666666666667,0.9726111111111111,0.9395317725752508,0.2568295839420519,0.8963897163299981,0.006666666666666667,0.006666666666666667,1.0,0.0,0.0
Syn_Spiral_large,0.7224344142890865,0.5652252041847309,0.566348730757224,0.746,0.642,0.06370302272667967,0.338,0.306,0.005,0.1296269960407943,0.0040000000000000036,0.3363999999999999,0.11,0.965616,0.9395190380761523,0.2320490832721146,0.894690243934034,0.004,0.004,1.0,0.0,0.0
Syn_Nonlin_4D,0.394910973285326,0.13307416485217655,0.3717114171548771,0.5833333333333334,0.55,0.007271745006855458,0.11666666666666667,0.06366666666666668,0.04833333333333333,0.2892667378774293,0.07999999999999996,0.05700000000000001,0.30666666666666664,0.9226777777777778,0.9534448160535117,0.5156046070149722,0.8673827858869394,0.013333333333333334,0.013333333333333334,1.0,0.0001282433591510701,0.0003554923569142332
Syn_Nonlin_6D,0.394910973285326,0.13068085648058503,0.24197008501069553,0.5833333333333334,0.51,0.006682427320616906,0.10666666666666667,0.058333333333333334,0.07333333333333333,0.3618839224300327,0.13666666666666671,0.057999999999999996,0.45666666666666667,0.9475555555555556,0.9783054626532888,0.6490057153293255,0.918640360239153,0.02,0.02,1.0,0.0001282433591510701,0.0003554923569142332
Syn_Nonlin_8D,0.394910973285326,0.12812588292070762,0.2275141211480447,0.5833333333333334,0.49666666666666665,0.006789052002879894,0.11,0.055333333333333345,0.065,0.39263208732242016,0.1433333333333333,0.04733333333333333,0.5866666666666667,0.9538,0.9854849498327759,0.7514346785252358,0.9261548321393723,0.02666666666666667,0.02666666666666667,1.0,0.0001282433591510701,0.0003554923569142332
Syn_MoonsRot_3D,0.2626423662617962,0.12357235078586998,0.13445609798622163,0.43666666666666665,0.05,0.011778570982056777,0.12666666666666668,0.08233333333333333,0.011666666666666667,0.15176108767403837,0.023333333333333317,0.088,0.06666666666666667,0.8808222222222222,0.8349609810479376,0.23227296354021787,0.731983362152774,0.01,0.006666666666666667,0.6666666666666666,0.0,0.0
Syn_MoonsRot_5D,0.3610004491425487,0.1270249242928959,0.02854387668350354,0.4533333333333333,0.0033333333333333335,0.012724665276095594,0.13666666666666666,0.08833333333333332,0.015,0.1983876579851302,0.030000000000000027,0.092,0.08666666666666667,0.8955,0.826778149386845,0.21367469087721025,0.7521108172155745,0.016666666666666666,0.006666666666666667,0.4,0.0,0.0
Syn_MoonsRot_7D,0.24570044828934404,0.12600750564238317,0.008591775765272303,0.45,0.0,0.01546971615867531,0.13,0.08333333333333333,0.01,0.22950226424123008,0.026666666666666616,0.08433333333333334,0.12666666666666668,0.8965777777777778,0.8656633221850614,0.24801931066551086,0.7490884160610897,0.023333333333333334,0.006666666666666667,0.2857142857142857,0.0,0.0
Syn_MoonsRot_noisy,0.38419658844557436,0.16683389268667984,0.04257157794367498,0.6066666666666667,0.4033333333333333,0.01462835303967489,0.15333333333333332,0.11099999999999999,0.07166666666666667,0.2616617867772294,0.15000000000000002,0.12066666666666666,0.29,0.9550777777777778,0.8144704570791528,0.23434081564043618,0.7299658467616338,0.016666666666666666,0.006666666666666667,0.4,0.0,0.0
