dataset,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,cls_coef,hubs,t2,t3,t4,c1,c2
Breast-w,0.19075688293604606,0.03806846594919258,0.059009372630263686,0.38333333333333336,0.01,0.0033394015620872076,0.02,0.0033333333333333335,0.018333333333333333,0.20009154604205115,0.036666666666666625,0.01,0.19,0.6185333333333334,0.6165440356744705,0.310626907863914,0.3877851819316246,0.03,0.023333333333333334,0.7777777777777778,0.07202718528004448,0.17880124650936913
Chronic Kidney,0.31785553521542576,0.05941128334329455,0.0,0.49,0.0,0.0,0.0,0.0,0.005,0.3037751847167043,0.0033333333333332993,0.0,0.1,0.7404666666666666,0.8581047937569677,0.4643672790367608,0.6426143144666026,0.08,0.05,0.625,0.04434626534380004,0.1147094557794629
Glass,0.7456213884049783,0.35845137663168464,0.0009163543173217826,0.8972602739726028,0.6027397260273972,0.01636841900586957,0.2465753424657534,0.19863013698630136,0.1232876712328767,0.3500375173699994,0.23287671232876717,0.1917808219178082,0.5205479452054794,0.9536498404954025,0.7919697685403874,0.21877445524101924,0.6949429147522433,0.06164383561643835,0.03424657534246575,0.5555555555555556,0.0012186069272440703,0.0033720494567254233
Diabetes Early,0.40429042904290424,0.10842350395525285,0.6216216216216217,0.98,0.98,0.008437315720309986,0.056666666666666664,0.023333333333333334,0.041666666666666664,0.17868152657095054,0.033333333333333326,0.04666666666666667,0.37666666666666665,0.9181222222222223,0.959933110367893,0.35897993788305116,0.8673965681110272,0.05333333333333334,0.04666666666666667,0.875,0.03963772968452206,0.10326659641728131
Cirrhosis,0.678924634411199,0.3017147695273566,0.04955237810927196,0.9433333333333334,0.8133333333333334,0.02173062121825361,0.21666666666666667,0.17333333333333334,0.16333333333333333,0.4309188789201046,0.3433333333333334,0.2,0.73,0.9846777777777778,0.9743366778149387,0.6755244061565118,0.8829959793986994,0.056666666666666664,0.043333333333333335,0.7647058823529411,0.023499531242175964,0.06276636962417659
Kidney Risk,0.0,0.054866025522068755,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.3436553570805606,0.0,0.0,0.335,0.784775,0.9359296482412061,0.6801652285601528,0.7484373975927427,0.14,0.095,0.6785714285714286,0.057316810744507785,0.14540059347181
Sonar,0.6844043073334158,0.13179146250368884,1.045339189346414e-06,0.9471153846153846,0.0,0.0035615308524811584,0.08173076923076923,0.03365384615384615,0.0889423076923077,0.4145283654961678,0.125,0.08173076923076923,0.8076923076923077,0.9664154955621301,0.988015607580825,0.6493230241038498,0.9339875853732758,0.28846153846153844,0.1346153846153846,0.4666666666666667,0.003270410979163474,0.009019788311090626
Thyroid Cancer,0.3134974190819156,0.09414389413637986,0.0,0.9166666666666666,0.8533333333333334,0.014657177033940367,0.08666666666666667,0.06,0.06333333333333334,0.2930895729993716,0.1433333333333333,0.07666666666666666,0.38,0.8763666666666666,0.7808472686733556,0.377775189753527,0.5695798622449415,0.05333333333333334,0.04,0.75,0.14004695028224778,0.31618334892422817
Magic Gamma,0.7423921868732553,0.3325770722066338,0.009454397798773627,0.9133333333333333,0.73,0.023028215326079574,0.21333333333333335,0.18,0.11333333333333333,0.39275708542043636,0.22666666666666668,0.16333333333333333,0.6033333333333334,0.9736888888888889,0.8295429208472687,0.3619076693160498,0.6384351035217626,0.03333333333333333,0.02,0.6,0.06593194462450891,0.1651376146788991
Mammographic Mass,0.420202551062601,0.18913929113155434,0.49572649572649574,0.9366666666666666,0.92,0.02831850444731761,0.15,0.08,0.11666666666666667,0.2585751834454953,0.20333333333333337,0.12,0.3566666666666667,0.9712222222222222,0.8607357859531772,0.32413934375101294,0.7573068993404569,0.016666666666666666,0.013333333333333334,0.8,0.003882731120855354,0.01069802396003705
