dataset,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,cls_coef,hubs,t2,t3,t4,c1,c2
Syn_Corr_high,0.19099268534589703,0.1052597819923863,0.0018962739422200472,0.5533333333333333,0.26,0.008423415101118733,0.08,0.03,0.03,0.09914868469858233,0.05666666666666664,0.016666666666666666,0.10666666666666667,0.8685555555555555,0.7554515050167224,0.22547520579666358,0.6025026645199436,0.02,0.006666666666666667,0.3333333333333333,3.206012728240726e-05,8.888493844727563e-05
Syn_Multimodal_1c,0.5530827038628087,0.3709451879584294,0.15334677247984324,0.8366666666666667,0.72,0.02084427306280986,0.27666666666666667,0.24666666666666667,0.11,0.37664633759206295,0.22333333333333338,0.14,0.6066666666666667,0.9623111111111111,0.954515050167224,0.5287043377344371,0.8558101767701356,0.02,0.016666666666666666,0.8333333333333334,0.000288558247189985,0.000799680127948954
Syn_Multimodal_2c,0.38812139249297445,0.19999500475662377,0.14714624724170586,0.8733333333333333,0.7133333333333334,0.01350605332163641,0.16333333333333333,0.11,0.11166666666666666,0.3874510682790082,0.21999999999999997,0.1,0.56,0.9750555555555556,0.959108138238573,0.5313358122396974,0.8749333553301472,0.02,0.02,1.0,0.0001282433591510701,0.0003554923569142332
Syn_Multimodal_3c,0.4059315208487684,0.2482047387584492,0.1575713334434704,0.8766666666666667,0.7866666666666666,0.013099231120455062,0.16666666666666666,0.12666666666666668,0.13,0.40147412536649973,0.2666666666666667,0.11666666666666667,0.68,0.9820888888888889,0.9748272017837235,0.6408679602199681,0.8803531803669792,0.02,0.02,1.0,3.206012728240726e-05,8.888493844727563e-05
Syn_Noise_0pct,0.6680967571946781,0.3598618165296038,0.11414793271086572,0.7866666666666666,0.5433333333333333,0.019199220545666192,0.26666666666666666,0.20333333333333334,0.04666666666666667,0.27596506112288893,0.07666666666666666,0.11333333333333333,0.2866666666666667,0.9511777777777778,0.8751839464882943,0.30791025530208693,0.7790445625421158,0.02,0.013333333333333334,0.6666666666666666,0.0,0.0
Syn_Noise_10pct,0.7373340931935691,0.46251077259035006,0.12676359028825865,0.8566666666666667,0.6266666666666667,0.02452954494154984,0.31333333333333335,0.2966666666666667,0.09833333333333333,0.32264096348441973,0.18999999999999995,0.13666666666666666,0.44666666666666666,0.9784111111111111,0.8808472686733556,0.31749374039711464,0.790982855404856,0.02,0.013333333333333334,0.6666666666666666,0.0008016457363603235,0.00221975582685896
Syn_Noise_20pct,0.7956670367423909,0.5452406123929852,0.1551840161124011,0.9266666666666666,0.7433333333333333,0.029281927547924764,0.3433333333333333,0.27666666666666667,0.12,0.34323894791391485,0.22666666666666668,0.22333333333333333,0.54,0.9825,0.8855741360089187,0.32596244267503205,0.798263939536127,0.02,0.013333333333333334,0.6666666666666666,0.0020528067762761726,0.005672753057968549
Syn_Blobs_4f_hard,0.11420099382095344,0.03242714700569478,0.01339471353125463,0.08,0.0,0.00014595635307530286,0.0033333333333333335,0.0033333333333333335,0.005,0.18067476449492123,0.010000000000000009,0.0033333333333333335,0.03,0.6969333333333334,0.8798439241917503,0.40368292130526107,0.7678271180822259,0.013333333333333334,0.013333333333333334,1.0,0.0,0.0
Syn_Blobs_6f_med,0.029939119842562346,0.012599910009767583,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,0.2102559934676863,0.0,0.0,0.03666666666666667,0.5809222222222222,0.9330880713489409,0.5249712300053375,0.829447977803766,0.02,0.016666666666666666,0.8333333333333334,0.0,0.0
Syn_Imbal_15_85,0.46942838206844123,0.1032653822822301,0.09204781037900239,0.63,0.07666666666666666,0.0029644108146361743,0.03666666666666667,0.04,0.041666666666666664,0.1286045673509236,0.046666666666666634,0.043333333333333335,0.15333333333333332,0.8471111111111111,0.8933110367892977,0.3485994985092026,0.6915896736146503,0.02,0.013333333333333334,0.6666666666666666,0.3985646135709229,0.666113350723263
